1422	UNC Greensboro	[0.3333333333333333, 17.68888888888889, 18.107936507936508, 0.2564102564102564, 16.673076923076923, 18.371794871794872, 0.3, 17.555555555555557, 19.45679012345679]
1423	UNC Wilmington	[0.5833333333333334, 16.102739726027398, 15.547945205479452, 0.22, 15.8560794044665, 18.640198511166254, 0.3333333333333333, 18.333333333333332, 17.416666666666668]
1424	UNLV	[0.7368421052631579, 17.47826086956522, 15.439130434782609, 0.45714285714285713, 17.141843971631207, 16.886524822695037, 0.42857142857142855, 16.5, 16.642857142857142]
1425	USC	[0.5319148936170213, 17.12565445026178, 16.858638743455497, 0.2, 16.246478873239436, 18.3943661971831, 0.3076923076923077, 16.20952380952381, 18.19047619047619]
1426	UT Arlington	[0.5641025641025641, 17.14920634920635, 16.546031746031748, 0.46808510638297873, 17.435356200527703, 18.41688654353562, 0.5, 17.583333333333332, 17.458333333333332]
1427	UT San Antonio	[0.34210526315789475, 17.154098360655738, 17.98032786885246, 0.2857142857142857, 16.449704142011836, 18.431952662721894, 0.42857142857142855, 15.785714285714286, 16.0]
1428	Utah	[0.8, 18.426799007444167, 15.106699751861042, 0.30303030303030304, 15.466165413533835, 15.969924812030076, 0.5833333333333334, 15.484536082474227, 15.257731958762887]
1429	Utah St	[0.7142857142857143, 17.405541561712845, 15.758186397984886, 0.4864864864864865, 15.946488294314381, 16.040133779264213, 0.2, 16.45, 18.85]
1430	Utah Valley	[0.6666666666666666, 16.05992509363296, 15.340823970037453, 0.26666666666666666, 14.867403314917127, 17.248618784530386, 0.42857142857142855, 16.75862068965517, 17.344827586206897]
1431	UTEP	[0.7755102040816326, 17.31486146095718, 15.173803526448363, 0.53125, 15.868217054263566, 15.434108527131784, 0.42857142857142855, 16.321428571428573, 17.607142857142858]
1432	Utica	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1433	VA Commonwealth	[0.875, 19.18974358974359, 15.538461538461538, 0.6470588235294118, 17.862815884476536, 16.505415162454874, 0.6, 17.693069306930692, 16.405940594059405]
1434	Valparaiso	[0.8222222222222222, 17.72451790633609, 15.393939393939394, 0.5609756097560976, 16.793939393939393, 16.503030303030304, 0.625, 17.3125, 14.96875]
1435	Vanderbilt	[0.6666666666666666, 16.635897435897437, 15.235897435897435, 0.3333333333333333, 15.1203007518797, 16.05263157894737, 0.42857142857142855, 15.803571428571429, 15.839285714285714]
1436	Vermont	[0.7317073170731707, 16.824242424242424, 13.842424242424242, 0.5106382978723404, 16.053050397877985, 15.485411140583555, 1.0, 19.375, 15.625]
1437	Villanova	[0.8913043478260869, 18.641509433962263, 15.148247978436657, 0.6944444444444444, 17.97966101694915, 16.65762711864407, 0.7142857142857143, 17.929411764705883, 15.8]
1438	Virginia	[0.9230769230769231, 16.53717026378897, 12.412470023980815, 0.6176470588235294, 15.76, 14.472727272727273, 0.7058823529411765, 16.279411764705884, 14.661764705882353]
1439	Virginia Tech	[0.5094339622641509, 17.333333333333332, 16.760563380281692, 0.0967741935483871, 14.952755905511811, 17.96062992125984, 0.25, 15.731958762886597, 18.721649484536083]
1440	VMI	[0.5625, 19.869230769230768, 19.1, 0.32558139534883723, 18.877492877492877, 20.66096866096866, 0.375, 18.875, 20.71875]
1441	W Carolina	[0.5806451612903226, 17.707509881422926, 17.177865612648223, 0.3333333333333333, 17.04639175257732, 18.051546391752577, 0.5384615384615384, 17.433962264150942, 17.67924528301887]
1442	W Illinois	[0.6060606060606061, 15.513108614232209, 14.898876404494382, 0.20512820512820512, 14.26923076923077, 16.378205128205128, 0.5555555555555556, 13.780821917808218, 15.123287671232877]
1443	WKU	[0.75, 17.43258426966292, 16.191011235955056, 0.4, 16.569659442724458, 17.609907120743035, 0.5833333333333334, 15.4375, 15.291666666666666]
1444	W Michigan	[0.8461538461538461, 18.681528662420384, 16.88535031847134, 0.40476190476190477, 16.005865102639298, 16.733137829912025, 0.6923076923076923, 16.704761904761906, 15.961904761904762]
1445	W Salem St	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1446	W Texas A&M	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1447	Wagner	[0.7105263157894737, 17.929260450160772, 16.617363344051448, 0.3541666666666667, 16.308483290488432, 17.61439588688946, 0.5, 17.9375, 17.5625]
1448	Wake Forest	[0.6923076923076923, 18.004796163069546, 16.781774580335732, 0.12121212121212122, 15.647940074906368, 18.584269662921347, 0.2727272727272727, 17.25, 19.227272727272727]
1449	Washington	[0.6470588235294118, 17.95609756097561, 17.097560975609756, 0.34375, 16.396887159533073, 17.408560311284045, 0.5384615384615384, 18.0, 17.88679245283019]
1450	Washington St	[0.5555555555555556, 17.346153846153847, 16.445054945054945, 0.15151515151515152, 14.943396226415095, 18.07547169811321, 0.3333333333333333, 15.852459016393443, 16.901639344262296]
1451	Weber St	[0.7692307692307693, 17.784126984126985, 15.6, 0.4523809523809524, 16.953216374269005, 17.087719298245613, 0.5, 16.666666666666668, 16.708333333333332]
1452	West Virginia	[0.6888888888888889, 19.060773480662984, 16.933701657458563, 0.3333333333333333, 16.344569288389515, 18.05992509363296, 0.6190476190476191, 17.94047619047619, 16.488095238095237]
1453	WI Green Bay	[0.8205128205128205, 17.234177215189874, 14.80379746835443, 0.5, 16.727868852459018, 16.531147540983607, 0.75, 17.395833333333332, 15.916666666666666]
1454	WI Milwaukee	[0.5277777777777778, 16.855172413793102, 17.23448275862069, 0.30434782608695654, 15.817694369973191, 18.10723860589812, 0.5, 16.05, 15.975]
1455	Wichita St	[0.9574468085106383, 17.93617021276596, 13.925531914893616, 0.8055555555555556, 17.31958762886598, 15.573883161512027, 0.76, 17.96, 15.43]
1456	William & Mary	[0.7027027027027027, 18.466216216216218, 16.716216216216218, 0.4222222222222222, 16.893732970027248, 17.438692098092645, 0.5, 16.848484848484848, 17.606060606060606]
1457	Winthrop	[0.7142857142857143, 17.41549295774648, 15.93661971830986, 0.29545454545454547, 16.106442577030812, 17.42296918767507, 0.75, 16.43076923076923, 16.03076923076923]
1458	Wisconsin	[0.8627450980392157, 18.18491484184915, 14.180048661800486, 0.6764705882352942, 16.233576642335766, 14.802919708029197, 0.7857142857142857, 17.75221238938053, 15.70796460176991]
1459	Wofford	[0.7575757575757576, 16.633962264150945, 14.633962264150943, 0.42857142857142855, 14.954081632653061, 15.714285714285714, 0.75, 15.291666666666666, 14.229166666666666]
1460	Wright St	[0.6052631578947368, 16.44736842105263, 15.388157894736842, 0.391304347826087, 15.428571428571429, 16.339622641509433, 0.6666666666666666, 15.726027397260275, 14.356164383561644]
1461	Wyoming	[0.7708333333333334, 16.371134020618555, 14.3659793814433, 0.3684210526315789, 13.928802588996763, 14.79611650485437, 0.7142857142857143, 15.0, 15.551724137931034]
1462	Xavier	[0.8125, 18.391752577319586, 15.81958762886598, 0.3939393939393939, 16.51685393258427, 16.846441947565545, 0.42857142857142855, 16.49411764705882, 16.776470588235295]
1463	Yale	[0.6451612903225806, 16.603174603174605, 15.61111111111111, 0.4583333333333333, 15.742268041237113, 16.422680412371133, 0.5714285714285714, 16.105263157894736, 15.333333333333334]
1464	Youngstown St	[0.5277777777777778, 17.651877133105803, 17.890784982935152, 0.25, 17.41736694677871, 18.73389355742297, 0.5714285714285714, 17.724137931034484, 17.103448275862068]
